index,num_trials,num_successes,volume_quality,epsilon_quality,grasp_fnm
0,10,10,0.03369155474961134,0.010085394822020352,grasp_0000.npy
1,10,10,0.0,-1.0,grasp_0001.npy
2,10,0,0.029878704677081012,0.006434291045232743,grasp_0002.npy
3,10,10,0.0,-1.0,grasp_0003.npy
4,10,0,0.0,-1.0,grasp_0004.npy
5,10,10,0.0016268840262607302,0.002877899624310294,grasp_0005.npy
6,10,10,0.0,-1.0,grasp_0006.npy
7,10,10,0.0,-1.0,grasp_0007.npy
8,10,0,0.0,-1.0,grasp_0008.npy
9,10,10,0.03269381117337736,-1.0,grasp_0009.npy
10,10,10,0.0,-1.0,grasp_0010.npy
11,10,10,0.016119849481083994,-1.0,grasp_0011.npy
12,10,0,0.0017402610556248295,0.001747480906076404,grasp_0012.npy
13,10,10,0.0,-1.0,grasp_0013.npy
14,10,10,0.009404471610026959,-1.0,grasp_0014.npy
15,10,10,0.001899874506003113,-1.0,grasp_0015.npy
16,10,10,0.003376184029335086,-1.0,grasp_0016.npy
17,10,0,0.0,-1.0,grasp_0017.npy
18,10,10,0.0,-1.0,grasp_0018.npy
19,10,10,0.0017229641958639303,-1.0,grasp_0019.npy
20,10,0,0.0,-1.0,grasp_0020.npy
21,10,0,0.0,-1.0,grasp_0021.npy
22,10,10,0.0,-1.0,grasp_0022.npy
23,10,10,0.0037136609162611326,-1.0,grasp_0023.npy
24,10,10,0.0,-1.0,grasp_0024.npy
25,10,10,0.0,-1.0,grasp_0025.npy
26,10,0,0.0,-1.0,grasp_0026.npy
27,10,10,0.0067350618933071545,-1.0,grasp_0027.npy
28,10,10,0.0,-1.0,grasp_0028.npy
29,10,10,0.0020989777079071167,-1.0,grasp_0029.npy
30,10,10,0.004371027976759766,-1.0,grasp_0030.npy
31,10,10,0.0,-1.0,grasp_0031.npy
32,10,10,0.0,-1.0,grasp_0032.npy
33,10,10,0.0,-1.0,grasp_0033.npy
34,10,10,0.0023007120993680814,0.0028796507903090865,grasp_0034.npy
35,10,0,0.0,-1.0,grasp_0035.npy
36,10,10,0.0014927943240459396,-1.0,grasp_0036.npy
37,10,10,0.0,-1.0,grasp_0037.npy
38,10,0,0.008077366000602732,0.00478500144293445,grasp_0038.npy
39,10,0,0.042316959642451836,0.035795587315506416,grasp_0039.npy
40,10,0,0.025360493467406216,0.016342129434445588,grasp_0040.npy
41,10,10,0.0,-1.0,grasp_0041.npy
42,10,10,0.0032091363122237295,-1.0,grasp_0042.npy
43,10,10,0.0,-1.0,grasp_0043.npy
44,10,0,0.001974047734785113,-1.0,grasp_0044.npy
45,10,10,0.0,-1.0,grasp_0045.npy
46,10,10,0.005397903191654012,-1.0,grasp_0046.npy
47,10,10,0.0,-1.0,grasp_0047.npy
48,10,10,0.0,-1.0,grasp_0048.npy
49,10,10,0.0,-1.0,grasp_0049.npy
50,10,10,0.0,-1.0,grasp_0050.npy
51,10,10,0.0,-1.0,grasp_0051.npy
52,10,10,0.0036101312230431776,0.0031466007786685873,grasp_0052.npy
53,10,0,0.004014760853555732,-1.0,grasp_0053.npy
54,10,10,0.0,-1.0,grasp_0054.npy
55,10,0,0.0,-1.0,grasp_0055.npy
56,10,0,0.010799998438924907,-1.0,grasp_0056.npy
57,10,10,0.0,-1.0,grasp_0057.npy
58,10,10,0.0016493577264730698,-1.0,grasp_0058.npy
59,10,10,0.0,-1.0,grasp_0059.npy
60,10,10,0.0,-1.0,grasp_0060.npy
61,10,10,0.0,-1.0,grasp_0061.npy
62,10,10,0.0,-1.0,grasp_0062.npy
63,10,10,0.0,-1.0,grasp_0063.npy
64,10,10,0.0,-1.0,grasp_0064.npy
65,10,10,0.003769312953817772,-1.0,grasp_0065.npy
66,10,10,0.001407355172207487,-1.0,grasp_0066.npy
67,10,0,0.0,-1.0,grasp_0067.npy
68,10,0,0.0,-1.0,grasp_0068.npy
69,10,10,0.0016836758376868547,0.005488981046846163,grasp_0069.npy
70,10,0,0.0,-1.0,grasp_0070.npy
71,10,10,0.010784893535457231,-1.0,grasp_0071.npy
72,10,10,0.0,-1.0,grasp_0072.npy
73,10,0,0.0,-1.0,grasp_0073.npy
74,10,10,0.006070734757380675,-1.0,grasp_0074.npy
75,10,0,0.00811673635484746,0.00784121992349232,grasp_0075.npy
76,10,10,0.0,-1.0,grasp_0076.npy
77,10,0,0.0,-1.0,grasp_0077.npy
78,10,0,0.03085292281490289,0.02255835472793978,grasp_0078.npy
79,10,0,0.0,-1.0,grasp_0079.npy
80,10,0,0.0,-1.0,grasp_0080.npy
81,10,0,0.0068357481637967505,0.005694938211370546,grasp_0081.npy
82,10,0,0.0,-1.0,grasp_0082.npy
83,10,10,0.0,-1.0,grasp_0083.npy
84,10,10,0.026239715556003133,-1.0,grasp_0084.npy
85,10,0,0.0,-1.0,grasp_0085.npy
86,10,10,0.0061851877611641196,-1.0,grasp_0086.npy
87,10,10,0.0,-1.0,grasp_0087.npy
88,10,9,0.0,-1.0,grasp_0088.npy
89,10,0,0.0,-1.0,grasp_0089.npy
90,10,10,0.05290903091906963,0.0582408736948208,grasp_0090.npy
91,10,0,0.0,-1.0,grasp_0091.npy
92,10,10,0.0019131705989779044,-1.0,grasp_0092.npy
93,10,9,0.0,-1.0,grasp_0093.npy
94,10,10,0.0,-1.0,grasp_0094.npy
95,10,0,0.009906712713933811,-1.0,grasp_0095.npy
96,10,0,0.062392288401781265,0.05048932938997559,grasp_0096.npy
97,10,10,0.0,-1.0,grasp_0097.npy
98,10,0,0.002324874100710799,-1.0,grasp_0098.npy
99,10,10,0.00857385739691808,-1.0,grasp_0099.npy
100,10,0,0.0036494822760724135,-1.0,grasp_0100.npy
101,10,10,0.0,-1.0,grasp_0101.npy
102,10,10,0.0,-1.0,grasp_0102.npy
103,10,10,0.002884640911320787,-1.0,grasp_0103.npy
104,10,0,0.01595178036012239,4.187269975197694e-11,grasp_0104.npy
105,10,0,0.0,-1.0,grasp_0105.npy
106,10,10,0.0,-1.0,grasp_0106.npy
107,10,10,0.0,-1.0,grasp_0107.npy
108,10,0,0.0,-1.0,grasp_0108.npy
109,10,10,0.0,-1.0,grasp_0109.npy
110,10,0,0.0,-1.0,grasp_0110.npy
111,10,0,0.005751776325306111,-1.0,grasp_0111.npy
112,10,10,0.0,-1.0,grasp_0112.npy
113,10,10,0.0,-1.0,grasp_0113.npy
