index,num_trials,num_successes,volume_quality,epsilon_quality,grasp_fnm
0,10,7,0.00756082656033878,0.00022804769318415796,grasp_0000.npy
1,10,10,0.021179589055373024,0.01713546481054777,grasp_0001.npy
2,10,10,0.0,-1.0,grasp_0002.npy
3,10,10,0.0,-1.0,grasp_0003.npy
4,10,10,0.030395975571160083,0.022947500502239218,grasp_0004.npy
5,10,0,0.0,-1.0,grasp_0005.npy
6,10,0,0.0,-1.0,grasp_0006.npy
7,10,5,0.034058256830191105,-1.0,grasp_0007.npy
8,10,0,0.0352785560694594,-1.0,grasp_0008.npy
9,10,10,0.02084320940139718,0.004329063777751142,grasp_0009.npy
10,10,0,0.025870429514216177,-1.0,grasp_0010.npy
11,10,10,0.0,-1.0,grasp_0011.npy
12,10,2,0.07738496998092277,-1.0,grasp_0012.npy
13,10,0,0.026627205343794414,0.0002506823602859108,grasp_0013.npy
14,10,5,0.0,-1.0,grasp_0014.npy
15,10,10,0.026887301284643648,0.006929964002377928,grasp_0015.npy
16,10,0,0.014127260785488071,-1.0,grasp_0016.npy
17,10,10,0.0,-1.0,grasp_0017.npy
18,10,10,0.0,-1.0,grasp_0018.npy
19,10,10,0.0,-1.0,grasp_0019.npy
20,10,10,0.0,-1.0,grasp_0020.npy
21,10,0,0.012939983968101615,-1.0,grasp_0021.npy
22,10,10,0.021529860563314823,0.00933289588273263,grasp_0022.npy
23,10,10,0.0,-1.0,grasp_0023.npy
24,10,0,0.0,-1.0,grasp_0024.npy
25,10,10,0.0,-1.0,grasp_0025.npy
26,10,10,0.0214504953150009,-1.0,grasp_0026.npy
27,10,10,0.0,-1.0,grasp_0027.npy
28,10,10,0.0,-1.0,grasp_0028.npy
29,10,0,0.0,-1.0,grasp_0029.npy
30,10,10,0.08469875448464122,-1.0,grasp_0030.npy
31,10,0,0.0,-1.0,grasp_0031.npy
32,10,0,0.0,-1.0,grasp_0032.npy
33,10,10,0.04009824152026992,0.006508168558723014,grasp_0033.npy
34,10,0,0.0,-1.0,grasp_0034.npy
35,10,0,0.0,-1.0,grasp_0035.npy
36,10,10,0.0170003635842878,0.007938416044268731,grasp_0036.npy
37,10,10,0.0,-1.0,grasp_0037.npy
38,10,10,0.053339901300004475,-1.0,grasp_0038.npy
39,10,5,0.017941470983430564,0.006417627520300256,grasp_0039.npy
40,10,10,0.0,-1.0,grasp_0040.npy
41,10,10,0.02652035402661026,0.01915598101876337,grasp_0041.npy
42,10,10,0.017225307239944157,0.013851414210025427,grasp_0042.npy
43,10,10,0.014138576163107309,0.012758372616559075,grasp_0043.npy
44,10,0,0.014891110421384843,0.00913075150043055,grasp_0044.npy
45,10,10,0.0,-1.0,grasp_0045.npy
46,10,0,0.0,-1.0,grasp_0046.npy
47,10,10,0.01583376756450771,0.009619093481033812,grasp_0047.npy
48,10,10,0.017648705285090233,0.008030674135662122,grasp_0048.npy
49,10,10,0.0,-1.0,grasp_0049.npy
50,10,10,0.0,-1.0,grasp_0050.npy
51,10,0,0.017212853086521672,-1.0,grasp_0051.npy
52,10,0,0.022953829162965712,-1.0,grasp_0052.npy
53,10,0,0.023484571488126785,-1.0,grasp_0053.npy
54,10,10,0.10704109560684884,0.05033941280749553,grasp_0054.npy
55,10,10,0.018874856110136985,0.005583984184231033,grasp_0055.npy
56,10,10,0.019074804711928666,0.0030510020672099864,grasp_0056.npy
57,10,10,0.023331194336160634,0.01046557385291827,grasp_0057.npy
58,10,10,0.03216019726144493,0.012209476056533112,grasp_0058.npy
59,10,10,0.014372105803529604,0.012888048766736382,grasp_0059.npy
60,10,10,0.0,-1.0,grasp_0060.npy
61,10,10,0.020809446486745015,0.00891365898553409,grasp_0061.npy
62,10,10,0.023864984167776312,0.011496372244804293,grasp_0062.npy
63,10,10,0.0,-1.0,grasp_0063.npy
64,10,10,0.0,-1.0,grasp_0064.npy
65,10,10,0.016044136531644416,0.005090357921547816,grasp_0065.npy
66,10,10,0.0661257408685035,0.031226487683229262,grasp_0066.npy
67,10,0,0.0,-1.0,grasp_0067.npy
68,10,0,0.0,-1.0,grasp_0068.npy
69,10,10,0.0,-1.0,grasp_0069.npy
70,10,10,0.058997851261614165,0.02957610266822535,grasp_0070.npy
71,10,0,0.0,-1.0,grasp_0071.npy
72,10,0,0.015371715550326747,0.005773922072006025,grasp_0072.npy
73,10,10,0.013814164802306773,0.011872515638893237,grasp_0073.npy
74,10,10,0.047774345635089505,0.03421887846907507,grasp_0074.npy
75,10,10,0.03206162634405397,0.025851069710938375,grasp_0075.npy
76,10,10,0.016204780826779105,0.011263137856257655,grasp_0076.npy
77,10,10,0.0,-1.0,grasp_0077.npy
78,10,10,0.0,-1.0,grasp_0078.npy
79,10,0,0.0,-1.0,grasp_0079.npy
80,10,10,0.0,-1.0,grasp_0080.npy
81,10,10,0.0,-1.0,grasp_0081.npy
82,10,10,0.03912595336040189,0.023828432784287035,grasp_0082.npy
83,10,0,0.0,-1.0,grasp_0083.npy
84,10,4,0.012664880071627008,0.008372020559390155,grasp_0084.npy
85,10,10,0.022059439828377905,0.013467661751908652,grasp_0085.npy
86,10,10,0.0,-1.0,grasp_0086.npy
87,10,0,0.0,-1.0,grasp_0087.npy
88,10,0,0.0,-1.0,grasp_0088.npy
89,10,0,0.0,-1.0,grasp_0089.npy
90,10,10,0.0,-1.0,grasp_0090.npy
91,10,10,0.0,-1.0,grasp_0091.npy
92,10,10,0.0,-1.0,grasp_0092.npy
